url_path,views_total,views_unique
/ErnakovichLab/dada2_ernakovichlab,43,10
/ErnakovichLab/dada2_ernakovichlab/tree/split_for_premise,29,8
/ErnakovichLab/dada2_ernakovichlab/tree/split_for_premise/R,6,3
/ErnakovichLab/dada2_ernakovichlab/blob/github-repo-stats/ErnakovichLab/dada2_ernakovichlab/latest-report/report.pdf,6,1
/ErnakovichLab/dada2_ernakovichlab/issues,5,2
/ErnakovichLab/dada2_ernakovichlab/tree/github-repo-stats/ErnakovichLab/dada2_ernakovichlab,5,1
/ErnakovichLab/dada2_ernakovichlab/tree/github-repo-stats/ErnakovichLab/dada2_ernakovichlab/latest-report,5,1
/ErnakovichLab/dada2_ernakovichlab/tree/split_for_premise/slurm,5,1
/ErnakovichLab/dada2_ernakovichlab/blob/split_for_premise/R/00_install_dada2_tutorial_16S.R,4,3
/ErnakovichLab/dada2_ernakovichlab/tree/github-repo-stats,4,1
