time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-03 00:00:00+00:00,1,1,5,3
2023-10-04 00:00:00+00:00,1,1,3,2
2023-10-05 00:00:00+00:00,1,1,10,4
2023-10-06 00:00:00+00:00,1,1,4,1
2023-10-07 00:00:00+00:00,9,2,2,2
2023-10-08 00:00:00+00:00,1,1,2,1
2023-10-09 00:00:00+00:00,2,2,3,1
2023-10-10 00:00:00+00:00,3,2,3,2
2023-10-11 00:00:00+00:00,1,1,2,2
2023-10-12 00:00:00+00:00,11,2,3,3
2023-10-13 00:00:00+00:00,1,1,5,4
2023-10-14 00:00:00+00:00,1,1,1,1
2023-10-15 00:00:00+00:00,8,2,1,1
2023-10-16 00:00:00+00:00,1,1,5,4
